vente_id,produit_id,client_id,date_vente,quantite,canal_vente,ville_magasin,prix_total
V05448,P001,C0387,2023-05-13,1,En ligne,Casablanca,863
V05449,P001,C0555,2024-12-28,2,En ligne,Meknès,1726
V05450,P020,C0234,2023-03-31,3,Magasin physique,Fès,1755
V05451,P003,C0591,2024-08-10,2,En ligne,Marrakech,982
V05452,P020,C0678,2024-03-16,1,En ligne,Meknès,585
V05453,P002,C0338,2023-05-18,2,En ligne,Agadir,2832
V05454,P003,C0930,2023-05-04,1,Magasin physique,Casablanca,491
V05455,P013,C0960,2024-03-27,3,En ligne,Rabat,3174
V05456,P003,C0463,2023-05-21,3,En ligne,Marrakech,1473
V05457,P017,C0288,2024-01-31,1,Magasin physique,Rabat,365
V05458,P017,C0021,2023-08-15,1,En ligne,Rabat,365
V05459,P015,C0598,2024-04-21,3,Magasin physique,Casablanca,3738
V05460,P016,C0694,2024-09-12,2,Magasin physique,Agadir,1928
V05461,P019,C0916,2023-07-10,2,Magasin physique,Meknès,2644
V05462,P020,C0059,2024-09-06,3,Magasin physique,Marrakech,1755
V05463,P005,C0503,2023-01-10,1,En ligne,Rabat,1219
V05464,P009,C0875,2023-04-10,3,Magasin physique,Tanger,1665
V05465,P014,C0530,2024-08-20,2,En ligne,Rabat,892
V05466,P001,C0079,2023-11-13,2,Magasin physique,Fès,1726
V05467,P011,C0883,2024-05-02,2,En ligne,Rabat,1532
V05468,P014,C0849,2024-05-11,1,En ligne,Marrakech,446
V05469,P020,C0979,2023-09-22,2,Magasin physique,Tanger,1170
V05470,P015,C0763,2023-03-11,1,Magasin physique,Rabat,1246
V05471,P014,C0313,2023-06-21,3,Magasin physique,Fès,1338
V05472,P016,C0520,2023-03-26,3,En ligne,Rabat,2892
V05473,P019,C0539,2024-05-21,1,En ligne,Oujda,1322
V05474,P017,C0715,2023-09-02,1,En ligne,Rabat,365
V05475,P007,C0844,2024-07-10,3,En ligne,Meknès,2967
V05476,P003,C0506,2024-09-17,2,Magasin physique,Fès,982
V05477,P006,C0399,2024-04-29,1,En ligne,Fès,1165
V05478,P014,C0822,2024-03-14,1,En ligne,Rabat,446
V05479,P016,C0882,2023-04-29,3,Magasin physique,Agadir,2892
V05480,P019,C0773,2023-04-25,1,En ligne,Agadir,1322
V05481,P020,C0249,2024-02-10,1,Magasin physique,Marrakech,585
V05482,P020,C0768,2023-03-02,2,Magasin physique,Tanger,1170
V05483,P017,C0516,2023-11-26,2,En ligne,Tanger,730
V05484,P014,C0697,2024-02-05,1,En ligne,Marrakech,446
V05485,P016,C0751,2023-07-11,2,En ligne,Marrakech,1928
V05486,P005,C0796,2023-10-23,2,Magasin physique,Rabat,2438
V05487,P015,C0072,2023-06-29,2,En ligne,Tanger,2492
V05488,P018,C0645,2024-03-25,1,Magasin physique,Meknès,732
V05489,P014,C0927,2023-12-08,1,En ligne,Marrakech,446
V05490,P007,C0831,2024-02-26,2,En ligne,Rabat,1978
V05491,P018,C0239,2024-04-19,2,Magasin physique,Tanger,1464
V05492,P009,C0845,2023-06-25,1,En ligne,Agadir,555
V05493,P011,C0097,2024-07-04,1,Magasin physique,Oujda,766
V05494,P007,C0618,2024-12-23,1,En ligne,Casablanca,989
V05495,P016,C0410,2023-09-26,3,Magasin physique,Casablanca,2892
V05496,P019,C0713,2023-08-03,2,Magasin physique,Tanger,2644
V05497,P019,C0476,2023-07-03,3,En ligne,Agadir,3966
V05498,P002,C0768,2023-10-17,3,En ligne,Rabat,4248
V05499,P015,C0652,2024-02-22,2,En ligne,Tanger,2492
V05500,P003,C0411,2024-11-21,2,En ligne,Rabat,982
V05501,P007,C0987,2023-10-04,1,Magasin physique,Fès,989
V05502,P014,C0030,2024-02-03,2,Magasin physique,Marrakech,892
V05503,P004,C0673,2023-11-01,2,En ligne,Agadir,1414
V05504,P001,C0942,2023-02-13,3,En ligne,Agadir,2589
V05505,P005,C0176,2023-07-06,3,En ligne,Agadir,3657
V05506,P004,C0632,2024-07-06,3,En ligne,Casablanca,2121
V05507,P014,C0935,2024-02-15,3,En ligne,Marrakech,1338
V05508,P008,C0321,2023-03-11,2,Magasin physique,Casablanca,2008
V05509,P004,C0103,2024-05-03,3,Magasin physique,Agadir,2121
V05510,P009,C0304,2023-09-28,1,Magasin physique,Marrakech,555
V05511,P001,C0710,2023-06-17,1,Magasin physique,Fès,863
V05512,P012,C0715,2024-05-15,1,Magasin physique,Meknès,506
V05513,P014,C0719,2023-10-19,2,En ligne,Rabat,892
V05514,P017,C0674,2024-11-01,2,En ligne,Tanger,730
V05515,P014,C0009,2024-02-06,2,Magasin physique,Rabat,892
V05516,P010,C0360,2024-12-27,2,En ligne,Rabat,2080
V05517,P007,C0040,2024-01-26,2,Magasin physique,Agadir,1978
V05518,P005,C0859,2023-09-16,2,Magasin physique,Rabat,2438
V05519,P020,C0521,2024-11-10,1,En ligne,Oujda,585
V05520,P003,C0924,2023-08-06,3,En ligne,Casablanca,1473
V05521,P007,C0393,2023-12-26,2,Magasin physique,Agadir,1978
V05522,P006,C0592,2024-03-14,3,En ligne,Casablanca,3495
V05523,P006,C0492,2023-12-24,1,Magasin physique,Oujda,1165
V05524,P014,C0680,2024-05-14,3,Magasin physique,Marrakech,1338
V05525,P006,C0356,2024-06-15,3,En ligne,Fès,3495
V05526,P018,C0096,2024-03-25,2,Magasin physique,Rabat,1464
V05527,P003,C0843,2023-02-02,3,En ligne,Casablanca,1473
V05528,P020,C0803,2023-04-22,1,Magasin physique,Marrakech,585
V05529,P009,C0647,2024-05-21,3,En ligne,Agadir,1665
V05530,P001,C0435,2024-03-09,2,En ligne,Fès,1726
V05531,P009,C0196,2023-10-30,2,En ligne,Agadir,1110
V05532,P017,C0620,2023-01-23,3,En ligne,Fès,1095
V05533,P009,C0484,2024-12-23,1,Magasin physique,Rabat,555
V05534,P017,C0447,2024-12-23,2,Magasin physique,Casablanca,730
V05535,P017,C0795,2023-12-08,2,Magasin physique,Agadir,730
V05536,P006,C0256,2024-11-11,2,En ligne,Oujda,2330
V05537,P020,C0568,2024-05-01,1,Magasin physique,Tanger,585
V05538,P001,C0276,2024-08-10,2,En ligne,Tanger,1726
V05539,P001,C0883,2024-01-12,3,Magasin physique,Marrakech,2589
V05540,P018,C0926,2023-10-27,3,Magasin physique,Agadir,2196
V05541,P016,C0887,2023-08-22,3,En ligne,Fès,2892
V05542,P019,C0827,2024-05-17,2,Magasin physique,Agadir,2644
V05543,P011,C0331,2023-12-16,1,En ligne,Meknès,766
V05544,P013,C0046,2023-02-06,2,Magasin physique,Meknès,2116
V05545,P004,C0536,2024-11-09,3,En ligne,Casablanca,2121
V05546,P002,C0818,2024-04-08,3,Magasin physique,Agadir,4248
V05547,P005,C0521,2023-10-04,3,Magasin physique,Fès,3657
V05548,P009,C0758,2023-01-27,2,Magasin physique,Oujda,1110
V05549,P017,C0441,2024-09-08,2,Magasin physique,Agadir,730
V05550,P015,C0419,2024-09-18,1,En ligne,Meknès,1246
V05551,P001,C0599,2023-08-09,2,En ligne,Rabat,1726
V05552,P009,C0451,2023-03-20,3,En ligne,Rabat,1665
V05553,P001,C0818,2024-12-23,1,Magasin physique,Meknès,863
V05554,P004,C0402,2024-03-01,2,Magasin physique,Tanger,1414
V05555,P014,C0746,2024-12-19,2,Magasin physique,Casablanca,892
V05556,P011,C0556,2023-11-15,1,Magasin physique,Casablanca,766
V05557,P004,C0504,2023-11-16,2,Magasin physique,Agadir,1414
V05558,P019,C0700,2023-06-25,3,En ligne,Fès,3966
V05559,P010,C0213,2023-09-13,3,Magasin physique,Oujda,3120
V05560,P019,C0336,2023-04-17,3,En ligne,Agadir,3966
V05561,P011,C0662,2023-10-27,1,Magasin physique,Oujda,766
V05562,P014,C0591,2023-06-09,3,En ligne,Meknès,1338
V05563,P011,C0047,2024-02-11,2,En ligne,Agadir,1532
V05564,P006,C0446,2023-08-17,3,En ligne,Meknès,3495
V05565,P018,C0172,2023-04-14,3,Magasin physique,Meknès,2196
V05566,P004,C0982,2024-11-05,2,En ligne,Marrakech,1414
V05567,P011,C0883,2024-11-26,1,En ligne,Tanger,766
V05568,P016,C0763,2024-11-28,2,En ligne,Oujda,1928
V05569,P010,C0809,2023-11-30,3,En ligne,Oujda,3120
V05570,P008,C0663,2024-06-27,3,Magasin physique,Fès,3012
V05571,P014,C0890,2024-07-28,3,En ligne,Oujda,1338
V05572,P007,C0525,2023-09-18,2,Magasin physique,Fès,1978
V05573,P001,C0861,2023-08-07,3,En ligne,Casablanca,2589
V05574,P003,C0450,2023-04-21,1,Magasin physique,Tanger,491
V05575,P003,C0665,2024-02-06,3,En ligne,Casablanca,1473
V05576,P010,C0943,2023-07-24,3,Magasin physique,Marrakech,3120
V05577,P016,C0359,2024-10-19,2,Magasin physique,Meknès,1928
V05578,P002,C0397,2023-03-24,1,Magasin physique,Oujda,1416
V05579,P005,C0969,2024-09-11,1,En ligne,Oujda,1219
V05580,P007,C0312,2023-02-17,2,Magasin physique,Fès,1978
V05581,P020,C0413,2023-11-24,2,Magasin physique,Fès,1170
V05582,P008,C0551,2024-01-20,1,En ligne,Marrakech,1004
V05583,P007,C0380,2023-02-17,1,Magasin physique,Oujda,989
V05584,P003,C0732,2024-09-07,2,En ligne,Meknès,982
V05585,P008,C0908,2024-02-26,1,Magasin physique,Agadir,1004
V05586,P009,C0473,2024-01-28,2,Magasin physique,Oujda,1110
V05587,P006,C0424,2023-03-06,3,En ligne,Oujda,3495
V05588,P008,C0456,2023-05-26,2,Magasin physique,Casablanca,2008
V05589,P017,C0924,2024-01-03,3,Magasin physique,Meknès,1095
V05590,P009,C0990,2023-10-20,2,Magasin physique,Agadir,1110
V05591,P010,C0246,2024-03-03,3,Magasin physique,Tanger,3120
V05592,P005,C0363,2023-04-14,3,En ligne,Meknès,3657
V05593,P015,C0900,2024-01-21,2,En ligne,Fès,2492
V05594,P016,C0477,2024-11-15,2,Magasin physique,Meknès,1928
V05595,P010,C0272,2023-11-10,1,En ligne,Casablanca,1040
V05596,P016,C0479,2023-09-25,2,Magasin physique,Rabat,1928
V05597,P010,C0456,2024-04-20,3,Magasin physique,Fès,3120
V05598,P010,C0078,2024-10-05,1,Magasin physique,Meknès,1040
V05599,P007,C0796,2024-05-02,3,En ligne,Casablanca,2967
V05600,P020,C0060,2023-06-20,3,En ligne,Casablanca,1755
V05601,P019,C0757,2023-07-22,2,En ligne,Oujda,2644
V05602,P012,C0366,2023-04-04,2,En ligne,Fès,1012
V05603,P010,C0270,2023-06-15,3,Magasin physique,Fès,3120
V05604,P017,C0671,2024-04-16,2,Magasin physique,Tanger,730
V05605,P008,C0977,2024-09-26,2,En ligne,Fès,2008
V05606,P005,C0441,2023-09-03,2,En ligne,Casablanca,2438
V05607,P002,C0478,2023-05-20,2,En ligne,Rabat,2832
V05608,P003,C0754,2023-02-28,1,En ligne,Agadir,491
V05609,P019,C0371,2024-09-08,3,Magasin physique,Rabat,3966
V05610,P003,C0706,2023-04-10,3,Magasin physique,Tanger,1473
V05611,P003,C0561,2023-09-10,1,En ligne,Tanger,491
V05612,P017,C0767,2024-06-29,1,Magasin physique,Agadir,365
V05613,P013,C0079,2024-05-31,2,Magasin physique,Agadir,2116
V05614,P016,C0436,2024-09-10,2,En ligne,Oujda,1928
V05615,P017,C0685,2024-02-23,2,En ligne,Agadir,730
V05616,P015,C0598,2024-04-09,3,Magasin physique,Oujda,3738
V05617,P013,C0907,2023-06-02,3,En ligne,Casablanca,3174
V05618,P012,C0137,2024-04-21,3,Magasin physique,Oujda,1518
V05619,P011,C0601,2024-07-05,3,Magasin physique,Casablanca,2298
V05620,P017,C0634,2023-12-25,3,En ligne,Agadir,1095
V05621,P006,C0239,2023-11-06,3,En ligne,Casablanca,3495
V05622,P006,C0722,2024-09-26,3,En ligne,Meknès,3495
V05623,P014,C0876,2024-04-12,2,En ligne,Tanger,892
V05624,P009,C0697,2023-05-25,2,En ligne,Oujda,1110
V05625,P006,C0069,2023-01-19,1,Magasin physique,Casablanca,1165
V05626,P012,C0222,2024-11-29,1,En ligne,Oujda,506
V05627,P013,C0316,2023-08-14,1,Magasin physique,Agadir,1058
V05628,P015,C0219,2023-07-06,1,En ligne,Agadir,1246
V05629,P015,C0759,2023-05-29,3,Magasin physique,Marrakech,3738
V05630,P009,C0307,2023-10-03,2,Magasin physique,Marrakech,1110
V05631,P001,C0336,2023-11-20,1,Magasin physique,Agadir,863
V05632,P004,C0953,2024-05-18,1,En ligne,Fès,707
V05633,P017,C0661,2024-11-29,2,En ligne,Tanger,730
V05634,P003,C0938,2024-04-07,3,Magasin physique,Oujda,1473
V05635,P010,C0491,2023-07-12,2,Magasin physique,Rabat,2080
V05636,P007,C0993,2023-02-09,1,En ligne,Tanger,989
V05637,P003,C0691,2024-03-27,3,En ligne,Casablanca,1473
V05638,P005,C0527,2024-11-27,2,Magasin physique,Fès,2438
V05639,P009,C0791,2023-05-23,2,Magasin physique,Rabat,1110
V05640,P012,C0974,2023-08-24,1,Magasin physique,Marrakech,506
V05641,P004,C0564,2024-08-30,2,Magasin physique,Tanger,1414
V05642,P020,C0060,2023-12-03,3,Magasin physique,Rabat,1755
V05643,P006,C0385,2024-10-12,3,Magasin physique,Tanger,3495
V05644,P017,C0386,2023-09-08,1,Magasin physique,Tanger,365
V05645,P020,C0221,2023-01-17,1,En ligne,Rabat,585
V05646,P019,C0319,2023-12-06,1,En ligne,Casablanca,1322
V05647,P002,C0984,2023-05-29,1,En ligne,Agadir,1416
V05648,P013,C0266,2024-07-15,1,En ligne,Marrakech,1058
V05649,P010,C0106,2023-05-15,1,Magasin physique,Meknès,1040
V05650,P008,C0861,2023-03-28,1,En ligne,Marrakech,1004
V05651,P003,C0322,2024-06-23,3,En ligne,Meknès,1473
V05652,P007,C0093,2023-12-19,2,En ligne,Agadir,1978
V05653,P013,C0202,2024-11-04,1,En ligne,Rabat,1058
V05654,P011,C0365,2024-07-02,3,Magasin physique,Fès,2298
V05655,P002,C0329,2023-11-13,1,En ligne,Casablanca,1416
V05656,P007,C0828,2024-02-14,1,Magasin physique,Agadir,989
V05657,P001,C0452,2024-01-04,2,En ligne,Rabat,1726
V05658,P002,C0910,2024-11-01,3,Magasin physique,Tanger,4248
V05659,P020,C0311,2023-09-14,3,Magasin physique,Tanger,1755
V05660,P015,C0760,2023-09-17,2,Magasin physique,Fès,2492
V05661,P010,C0908,2023-07-10,2,Magasin physique,Rabat,2080
V05662,P018,C0998,2024-02-27,3,En ligne,Rabat,2196
V05663,P005,C0962,2023-09-04,2,Magasin physique,Tanger,2438
V05664,P005,C0427,2023-11-09,1,Magasin physique,Rabat,1219
V05665,P020,C0823,2024-10-27,3,En ligne,Casablanca,1755
V05666,P014,C0940,2023-10-06,1,Magasin physique,Oujda,446
V05667,P020,C0018,2023-04-27,1,En ligne,Marrakech,585
V05668,P006,C0257,2023-01-14,3,En ligne,Rabat,3495
V05669,P013,C0145,2024-08-01,3,Magasin physique,Marrakech,3174
V05670,P005,C0086,2024-06-22,3,Magasin physique,Tanger,3657
V05671,P013,C0666,2023-08-29,1,Magasin physique,Oujda,1058
V05672,P005,C0542,2023-10-29,1,En ligne,Agadir,1219
V05673,P016,C0819,2023-02-03,3,En ligne,Casablanca,2892
V05674,P001,C0583,2024-10-23,2,En ligne,Marrakech,1726
V05675,P012,C0133,2024-09-02,2,En ligne,Meknès,1012
V05676,P002,C0207,2023-12-02,3,En ligne,Marrakech,4248
V05677,P001,C0984,2024-03-17,1,Magasin physique,Agadir,863
V05678,P018,C0631,2023-01-18,2,Magasin physique,Marrakech,1464
V05679,P009,C0570,2024-10-05,1,Magasin physique,Rabat,555
V05680,P005,C0359,2023-07-27,3,En ligne,Agadir,3657
V05681,P011,C0923,2024-06-25,1,En ligne,Tanger,766
V05682,P017,C0024,2023-09-23,3,En ligne,Oujda,1095
V05683,P001,C0045,2023-10-08,2,Magasin physique,Casablanca,1726
V05684,P006,C0269,2024-09-01,1,En ligne,Oujda,1165
V05685,P012,C0908,2024-12-04,2,Magasin physique,Agadir,1012
V05686,P015,C0710,2024-06-18,2,Magasin physique,Casablanca,2492
V05687,P019,C0264,2024-02-26,1,En ligne,Tanger,1322
V05688,P014,C0987,2024-09-05,2,Magasin physique,Fès,892
V05689,P002,C0923,2023-09-03,1,Magasin physique,Tanger,1416
V05690,P012,C0825,2023-05-13,2,En ligne,Fès,1012
V05691,P017,C0504,2023-08-13,3,Magasin physique,Oujda,1095
V05692,P012,C0714,2023-06-17,2,En ligne,Rabat,1012
V05693,P007,C0675,2024-06-05,2,En ligne,Oujda,1978
V05694,P005,C0864,2023-11-21,1,En ligne,Rabat,1219
V05695,P004,C0889,2024-06-18,3,En ligne,Oujda,2121
V05696,P001,C0494,2024-10-13,2,Magasin physique,Meknès,1726
V05697,P003,C0631,2024-06-08,3,En ligne,Fès,1473
V05698,P017,C0213,2024-12-05,1,Magasin physique,Rabat,365
V05699,P009,C0601,2024-09-11,3,Magasin physique,Fès,1665
V05700,P018,C0974,2024-06-05,1,Magasin physique,Agadir,732
V05701,P003,C0729,2023-03-15,3,En ligne,Agadir,1473
V05702,P015,C0749,2024-10-24,3,En ligne,Tanger,3738
V05703,P008,C0452,2023-06-30,2,En ligne,Fès,2008
V05704,P019,C0904,2024-05-13,2,En ligne,Oujda,2644
V05705,P016,C0655,2023-03-22,1,En ligne,Tanger,964
V05706,P008,C0674,2024-05-28,1,Magasin physique,Meknès,1004
V05707,P001,C0262,2024-06-10,3,Magasin physique,Oujda,2589
V05708,P011,C0706,2023-02-02,2,En ligne,Marrakech,1532
V05709,P012,C0962,2024-09-16,3,En ligne,Marrakech,1518
V05710,P017,C0735,2024-10-19,1,En ligne,Rabat,365
V05711,P017,C0158,2024-11-23,1,En ligne,Tanger,365
V05712,P007,C0448,2024-05-04,1,Magasin physique,Oujda,989
V05713,P018,C0306,2024-10-13,3,Magasin physique,Meknès,2196
V05714,P014,C0508,2023-08-15,3,En ligne,Oujda,1338
V05715,P009,C0821,2023-01-12,2,En ligne,Meknès,1110
V05716,P009,C0288,2024-07-15,3,Magasin physique,Meknès,1665
V05717,P011,C0082,2023-08-03,1,En ligne,Tanger,766
V05718,P007,C0961,2024-07-21,1,Magasin physique,Tanger,989
V05719,P012,C0807,2023-02-04,3,Magasin physique,Marrakech,1518
V05720,P017,C0638,2023-08-27,3,Magasin physique,Agadir,1095
V05721,P018,C0469,2023-09-17,3,Magasin physique,Rabat,2196
V05722,P003,C0652,2024-06-02,3,Magasin physique,Oujda,1473
V05723,P006,C0455,2023-06-29,2,Magasin physique,Rabat,2330
V05724,P004,C0634,2024-09-12,3,Magasin physique,Oujda,2121
V05725,P009,C0230,2023-03-05,2,Magasin physique,Oujda,1110
V05726,P012,C0074,2023-10-06,2,Magasin physique,Oujda,1012
V05727,P010,C0627,2023-12-03,1,Magasin physique,Meknès,1040
V05728,P017,C0438,2024-11-03,3,En ligne,Casablanca,1095
V05729,P002,C0979,2024-03-15,3,En ligne,Tanger,4248
V05730,P017,C0063,2024-04-22,1,En ligne,Oujda,365
V05731,P007,C0088,2024-10-19,1,Magasin physique,Meknès,989
V05732,P005,C0945,2023-02-24,1,Magasin physique,Marrakech,1219
V05733,P005,C0288,2024-12-02,3,En ligne,Agadir,3657
V05734,P020,C0492,2023-11-18,1,Magasin physique,Oujda,585
V05735,P018,C0582,2024-02-24,1,Magasin physique,Oujda,732
V05736,P002,C0824,2024-07-23,1,En ligne,Agadir,1416
V05737,P001,C0202,2024-12-25,1,Magasin physique,Casablanca,863
V05738,P003,C0892,2024-05-08,2,En ligne,Meknès,982
V05739,P008,C0814,2023-11-18,2,Magasin physique,Oujda,2008
V05740,P016,C0951,2023-07-12,1,Magasin physique,Tanger,964
V05741,P009,C0427,2024-04-11,2,En ligne,Tanger,1110
V05742,P008,C0158,2024-03-04,3,Magasin physique,Casablanca,3012
V05743,P020,C0497,2024-02-11,2,Magasin physique,Oujda,1170
V05744,P005,C0140,2024-07-30,2,En ligne,Tanger,2438
V05745,P007,C0948,2024-05-10,2,Magasin physique,Rabat,1978
V05746,P004,C0708,2024-12-12,3,En ligne,Tanger,2121
V05747,P014,C0757,2024-03-02,2,En ligne,Tanger,892
V05748,P002,C0088,2023-01-28,1,Magasin physique,Tanger,1416
V05749,P007,C0252,2024-04-22,3,En ligne,Meknès,2967
V05750,P015,C0896,2024-09-11,2,Magasin physique,Marrakech,2492
V05751,P003,C0396,2024-03-12,1,En ligne,Oujda,491
V05752,P009,C0966,2024-05-24,1,Magasin physique,Oujda,555
V05753,P016,C0525,2023-08-09,3,Magasin physique,Agadir,2892
V05754,P013,C0457,2024-02-27,1,En ligne,Meknès,1058
V05755,P011,C0683,2023-08-03,1,En ligne,Rabat,766
V05756,P015,C0384,2023-11-09,2,Magasin physique,Rabat,2492
V05757,P005,C0694,2024-01-03,3,Magasin physique,Agadir,3657
V05758,P004,C0619,2023-11-06,2,En ligne,Tanger,1414
V05759,P007,C0103,2024-04-13,3,Magasin physique,Agadir,2967
V05760,P020,C0183,2023-04-08,3,En ligne,Tanger,1755
V05761,P019,C0279,2024-04-28,2,Magasin physique,Meknès,2644
V05762,P014,C0389,2023-04-29,2,Magasin physique,Casablanca,892
V05763,P016,C0371,2024-02-04,1,Magasin physique,Agadir,964
V05764,P020,C0665,2023-07-23,2,En ligne,Agadir,1170
V05765,P008,C0550,2024-08-07,2,Magasin physique,Meknès,2008
V05766,P004,C0881,2024-01-01,2,Magasin physique,Marrakech,1414
V05767,P005,C0003,2024-07-12,3,Magasin physique,Casablanca,3657
V05768,P016,C0970,2024-01-22,2,En ligne,Agadir,1928
V05769,P004,C0216,2023-07-15,2,Magasin physique,Meknès,1414
V05770,P015,C0053,2023-12-23,1,En ligne,Rabat,1246
V05771,P004,C0659,2024-09-23,2,Magasin physique,Meknès,1414
V05772,P015,C0785,2023-04-01,1,Magasin physique,Agadir,1246
V05773,P008,C0074,2024-12-29,3,Magasin physique,Meknès,3012
V05774,P005,C0361,2023-06-04,1,Magasin physique,Meknès,1219
V05775,P017,C0411,2023-03-26,2,Magasin physique,Rabat,730
V05776,P008,C0277,2024-04-22,2,Magasin physique,Agadir,2008
V05777,P004,C0547,2023-07-07,2,Magasin physique,Tanger,1414
V05778,P015,C0635,2024-08-24,1,Magasin physique,Marrakech,1246
V05779,P008,C0550,2024-08-10,1,Magasin physique,Tanger,1004
V05780,P012,C0019,2024-05-20,3,Magasin physique,Meknès,1518
V05781,P020,C0853,2023-03-14,2,Magasin physique,Tanger,1170
V05782,P017,C0670,2024-02-04,1,Magasin physique,Oujda,365
V05783,P002,C0807,2023-09-13,1,Magasin physique,Rabat,1416
V05784,P007,C0172,2023-11-25,2,En ligne,Fès,1978
V05785,P010,C0002,2024-02-08,2,Magasin physique,Casablanca,2080
V05786,P015,C0258,2024-10-04,1,Magasin physique,Meknès,1246
V05787,P004,C0748,2024-09-19,2,Magasin physique,Meknès,1414
V05788,P008,C0128,2023-03-06,2,Magasin physique,Tanger,2008
V05789,P019,C0043,2024-02-10,2,En ligne,Meknès,2644
V05790,P010,C0732,2023-07-30,2,Magasin physique,Casablanca,2080
V05791,P004,C0027,2023-09-05,2,En ligne,Oujda,1414
V05792,P004,C0080,2024-12-28,1,Magasin physique,Tanger,707
V05793,P020,C0032,2024-11-15,3,En ligne,Rabat,1755
V05794,P015,C0037,2023-08-25,3,Magasin physique,Meknès,3738
V05795,P019,C0277,2024-03-08,3,En ligne,Meknès,3966
V05796,P018,C0718,2023-01-25,2,En ligne,Tanger,1464
V05797,P011,C0101,2023-11-23,3,Magasin physique,Marrakech,2298
V05798,P004,C0818,2023-01-07,3,Magasin physique,Fès,2121
V05799,P018,C0435,2024-10-14,3,Magasin physique,Oujda,2196
V05800,P008,C0203,2024-07-22,2,Magasin physique,Meknès,2008
V05801,P008,C0901,2024-12-29,2,Magasin physique,Oujda,2008
V05802,P002,C0060,2023-10-29,2,Magasin physique,Marrakech,2832
V05803,P005,C0552,2023-03-23,3,En ligne,Agadir,3657
V05804,P003,C0237,2024-06-11,1,Magasin physique,Rabat,491
V05805,P007,C0008,2023-04-14,3,En ligne,Agadir,2967
V05806,P007,C0619,2024-01-12,1,Magasin physique,Agadir,989
V05807,P006,C0651,2024-03-12,2,Magasin physique,Fès,2330
V05808,P014,C0872,2024-06-10,2,En ligne,Tanger,892
V05809,P016,C0791,2023-03-11,3,Magasin physique,Meknès,2892
V05810,P003,C0275,2023-11-25,3,En ligne,Fès,1473
V05811,P001,C0053,2023-12-12,3,Magasin physique,Fès,2589
V05812,P012,C0448,2024-03-24,3,Magasin physique,Marrakech,1518
V05813,P013,C0526,2023-06-04,1,En ligne,Tanger,1058
V05814,P006,C0426,2023-03-05,3,En ligne,Meknès,3495
V05815,P019,C0725,2023-04-28,2,En ligne,Marrakech,2644
V05816,P017,C0400,2024-12-07,3,Magasin physique,Rabat,1095
V05817,P003,C0689,2024-12-06,1,En ligne,Fès,491
V05818,P006,C0271,2023-03-26,1,En ligne,Tanger,1165
V05819,P006,C0085,2024-11-24,2,En ligne,Meknès,2330
V05820,P018,C0826,2024-05-23,3,En ligne,Tanger,2196
V05821,P020,C0404,2023-04-18,2,Magasin physique,Meknès,1170
V05822,P009,C0645,2023-01-21,3,Magasin physique,Oujda,1665
V05823,P012,C0220,2023-07-20,3,En ligne,Tanger,1518
V05824,P011,C0294,2024-05-03,2,En ligne,Rabat,1532
V05825,P017,C0817,2023-05-20,1,Magasin physique,Rabat,365
V05826,P007,C0944,2024-02-27,2,Magasin physique,Fès,1978
V05827,P017,C0704,2024-08-17,1,Magasin physique,Marrakech,365
V05828,P002,C0566,2024-11-27,1,En ligne,Fès,1416
V05829,P015,C0440,2023-07-15,3,Magasin physique,Rabat,3738
V05830,P018,C0883,2023-11-25,2,Magasin physique,Rabat,1464
V05831,P009,C0687,2023-08-14,2,En ligne,Marrakech,1110
V05832,P001,C0268,2024-02-18,1,En ligne,Fès,863
V05833,P008,C0274,2024-10-26,2,En ligne,Rabat,2008
V05834,P004,C0454,2024-06-23,1,En ligne,Fès,707
V05835,P013,C0201,2024-07-23,1,En ligne,Meknès,1058
V05836,P013,C0480,2023-06-12,2,Magasin physique,Casablanca,2116
V05837,P019,C0432,2024-05-10,1,Magasin physique,Oujda,1322
V05838,P004,C0243,2024-09-11,3,Magasin physique,Oujda,2121
V05839,P005,C0619,2023-12-26,3,Magasin physique,Casablanca,3657
V05840,P016,C0670,2024-11-28,2,Magasin physique,Rabat,1928
V05841,P014,C0982,2024-06-22,1,En ligne,Meknès,446
V05842,P005,C0289,2024-12-07,1,Magasin physique,Casablanca,1219
V05843,P010,C0514,2023-02-21,1,Magasin physique,Fès,1040
V05844,P002,C0908,2023-05-06,1,En ligne,Oujda,1416
V05845,P010,C0337,2024-02-07,3,Magasin physique,Agadir,3120
V05846,P020,C0479,2023-04-11,2,Magasin physique,Rabat,1170
V05847,P019,C0086,2024-04-11,3,Magasin physique,Casablanca,3966
V05848,P011,C0928,2023-02-26,3,En ligne,Casablanca,2298
V05849,P013,C0816,2024-12-11,2,En ligne,Meknès,2116
V05850,P001,C0306,2023-05-22,1,En ligne,Tanger,863
V05851,P004,C0985,2023-06-27,3,Magasin physique,Casablanca,2121
V05852,P004,C0071,2023-01-13,3,Magasin physique,Rabat,2121
V05853,P007,C0558,2023-05-30,2,En ligne,Oujda,1978
V05854,P015,C0474,2023-09-03,1,Magasin physique,Marrakech,1246
V05855,P004,C0945,2024-05-05,2,En ligne,Rabat,1414
V05856,P020,C0653,2024-01-25,1,Magasin physique,Marrakech,585
V05857,P011,C0412,2024-02-18,1,En ligne,Marrakech,766
V05858,P006,C0434,2024-06-04,1,En ligne,Meknès,1165
